HGNC symbol,Chromosome Name,Gene Start (bp),Gene End (bp)
SERPINA3,14,95058395,95090983
CCDC104,2,55746740,55773015
RIT1,1,155867599,155881195
ARMC12,6,35704809,35716856
LINC00398,13,31377343,31384782
TEX26-AS1,13,31456070,31507983
EIF1AD,11,65764016,65769647
KIAA0907,1,155882834,155904191
PIP4K2A,10,22823778,23003484
GSC,14,95234553,95236562
FBXO15,18,71740588,71815100
CDSN,HSCHR6_MHC_MANN,31127873,31133179
ITGA9,3,37493606,37865005
DICER1,14,95552565,95624347
IL5RA,3,3111233,3168297
CLIC1,HSCHR6_MHC_DBB,31680530,31689717
ZNF750,17,80787311,80798454
LRTM2,12,1929433,1945918
B3GNTL1,17,80900031,81009686
CCDC157,22,30752624,30774647
HMGCS1,5,43289497,43313614
TRIM40,HSCHR6_MHC_COX,30093815,30106445
CLPSL2,6,35744371,35747329
PSORS1C2,HSCHR6_MHC_MANN,31150282,31152098
LINC00545,13,31456688,31457532
DCP1B,12,2055220,2113701
WDR95P,13,31651391,31689836
GRHPR,9,37422663,37436987
CCHCR1,HSCHR6_MHC_MANN,31155177,31170971
ANKRD26P4,13,31885426,31887058
EEF1DP3,13,32420978,32527609
RXFP4,1,155911480,155912625
EIF2S2,20,32676104,32700138
GOLGA3,12,133345495,133405444
ARHGEF2,1,155916645,155966129
CLPSL1,6,35748794,35761452
FRY-AS1,13,32599451,32605776
TLR2,4,154622652,154626851
MORF4,4,174537087,174538057
RNF215,22,30773835,30817760
CLPS,6,35762759,35765088
RNF175,4,154631277,154681387
RANP6,4,174554879,174555522
ARMC3,10,23216953,23326518
BANF1,11,65769550,65771620
IFIT1P1,13,32958797,32960245
SLC44A1,9,108006903,108201452
P2RY8,X,1581465,1656000
ATP8A2P2,13,33051411,33052978
UBN1,16,4896666,4932361
RGS10,10,121259340,121302220
TIMM21,18,71815746,71826197
METRNL,17,81037567,81052864
CST6,11,65779312,65780976
SOCS2,12,93963590,93977263
AKAP17A,X,1710486,1721407
MALSU1,7,23338358,23351348
TRIM10,HSCHR6_MHC_COX,30109655,30118642
SFRP2,4,154701744,154710272
SMEK2,2,55774428,55846015
RPS4XP17,17,560034,560787
DBIL5P,17,655900,658576
LHFPL5,6,35773070,35801651
MINOS1P1,13,33066436,33072629
LINC00423,13,33451569,33485788
TIAL1,10,121334199,121356541
DCHS2,4,155155527,155412930
TOMM22P3,13,33528195,33528539
STARD13-IT1,13,33732724,33738546
GNL1,HSCHR6_MHC_QBL,30498660,30514515
ASIP,20,32782375,32857150
PITPNA-AS1,17,1420225,1421390
MIR22HG,17,1614805,1620468
SRPK1,6,35800743,35889119
STARD13-AS2,13,33851690,33855471
PPL,16,4932508,5010742
SEC14L2,22,30792846,30820603
CATSPER1,11,65784223,65793988
HNRNPA1P16,17,2210055,2211009
ZBTB16,11,113930315,114121398
SSR2,1,155978839,155990750
PLRG1,4,155456158,155471587
GET4,7,916189,936073
MDC1,HSCHR6_MHC_MCF,30746071,30764152
IGF2BP3,7,23349828,23510086
TRNT1,3,3168600,3192563
AHCY,20,32868074,32899608
EIF4A1P9,17,2489624,2491160
SAMD11P1,17,2516578,2517238
GAL3ST3,11,65809423,65816651
CACNA1C,12,2079952,2802108
OR1P1,17,3057183,3058176
OR1D4,17,3143970,3144908
MSH5,HSCHR6_MHC_DBB,31689902,31714807
SEC14L5,16,5008318,5069159
OR1D3P,17,3168905,3169835
CDKN2D,19,10677138,10679735
CYB5A,18,71920530,71959251
SF3B2,11,65818200,65836779
OR3A4P,17,3213280,3215225
OR1AC1P,17,3280821,3280896
OR1R1P,17,3289224,3290132
CTDSPL,3,37903451,38025960
NAGPA,16,5074845,5084142
UBQLN4,1,156005092,156023585
ASMT,X,1733894,1761974
RYKP1,17,4125386,4127123
CCL28,5,43376747,43412493
VDAC1P12,13,34656566,34657447
LINC00457,13,35009587,35214822
CRADD,12,94071151,94288616
ATP6V0CP1,17,4760052,4760669
ITCH,20,32951041,33099198
AP1M2,19,10683347,10697991
CLMN,14,95654735,95786243
LAMTOR2,1,156024543,156028301
ZBTB5,9,37438111,37465396
CRBN,3,3190676,3221394
RAB25,1,156030951,156040295
TCF19,6,31126319,31134936
C5orf28,5,43444354,43483995
GAMTP2,13,35148341,35148803
TRIM15,HSCHR6_MHC_COX,30120906,30130396
NBEA-AS1,13,35621967,35623401
SCAND3P1,13,35759431,35760816
PHBP13,13,35825207,35825966
DHRSX,X,2137557,2420846
MEX3A,1,156046280,156051789
POU5F1,6,31130253,31148508
BTF3P14,17,6225733,6226548
CHFR,12,133416937,133485772
PLXNC1,12,94542499,94701451
LMNA,1,156052364,156109880
TUBB,HSCHR6_MHC_SSTO,30679427,30684652
LINC00445,13,36271661,36273393
HIST1H2APS6,13,37064215,37064578
C18orf63,18,71983048,72026422
GAPDHP34,13,37314178,37315000
TCEAL4P1,13,37316015,37316602
ARL2BPP3,13,37363469,37369187
ZBED1,X,2404455,2419008
POLR1E,9,37485932,37503694
SMAD9-AS1,13,37423503,37424183
SYNE3,14,95883941,95942173
LAMTOR3P1,13,37496676,37497045
FAM69C,18,72102963,72125179
RPL29P28,13,37500575,37501356
EIF4A1P5,13,37512537,37513631
RPS12P24,13,37794997,37795383
CD99,X,2609220,2659350
SUMF1,3,3742498,4508965
ALG1,16,5083703,5137380
NNMT,11,114128509,114184007
RPL23AP73,17,6653037,6653507
ALOX12P2,17,6757180,6857426
CNDP2,18,72163051,72188366
C5orf34,5,43486803,43515247
FGB,4,155484108,155492238
MIR497HG,17,6919137,6922978
TRIM26,HSCHR6_MHC_COX,30142137,30171100
BAG3,10,121410882,121437331
RPL7AP64,17,7044249,7044911
C11orf71,11,114262165,114271233
CCDC41,12,94700225,94853764
RBM7,11,114270752,114284925
RPL29P2,17,7657638,7658294
PRR3,HSCHR6_MHC_QBL,30514170,30521007
LINC00324,17,8123960,8127361
TRA2A,7,23544399,23571660
PIK3R6,17,8706041,8770994
TUBB,HSCHR6_MHC_MCF,30766464,30771689
HSPD1P9,13,38567222,38568857
LINC00571,13,38624954,38717369
PACS1,11,65837834,66012218
LINC00366,13,39150777,39153131
PRDX3P3,13,39191556,39192077
SEMA4A,1,156117157,156147543
PAIP1,5,43526369,43557860
FREM2-AS1,13,39395935,39401707
PLA2G12AP2,13,39476524,39476787
ANKRD26P2,13,39496864,39510336
GLRX5,14,95999840,96011061
MTFP1,22,30821518,30825045
TCL1B,14,96152754,96158965
TCL1A,14,96176304,96180533
NXT1P1,13,39743773,39744088
INPP5F,10,121485609,121588652
HCG27,6,31165537,31171745
PNPT1,2,55861400,55921045
HLA-C,6,31236526,31239907
RPL19P18,17,9493219,9493799
FBXO10,9,37510889,37588871
RPS27AP1,17,10162079,10162549
SLC25A44,1,156163880,156182587
LRRN1,3,3841121,3889387
MAGOH2,17,10619319,10619828
TMCC3,12,94960900,95044338
TMEM220-AS1,17,10633113,10718481
SETMAR,3,4344988,4359251
SLC44A2,19,10713133,10755235
C14orf132,14,96505661,96560417
TRIM39,HSCHR6_MHC_COX,30284058,30304393
C16orf89,16,5094123,5116111
MCMBP,10,121588972,121652068
PMF1,1,156182784,156212874
BDKRB2,14,96671016,96710666
ABCF1,HSCHR6_MHC_QBL,30528662,30554466
RPL15P21,17,10763852,10764779
NDUFA12,12,95290831,95397546
RPL21P122,17,11901670,11924825
BDKRB1,14,96722161,96735304
RABEP2,16,28915742,28947847
LINC00670,17,12453099,12546171
ATG2B,14,96747595,96830207
REXO2,11,114310108,114321001
KLC2,11,66024765,66035331
BGLAP,1,156211753,156213112
PAQR6,1,156213206,156217881
FAM86A,16,5134305,5147809
TCF19,HSCHR6_MHC_MANN,31171310,31176939
VILL,3,38029550,38048679
TSEN2P1,4,176415765,176417151
ADAM20P2,4,176496019,176497291
NR2C1,12,95415669,95467479
MARK2P4,4,176933189,176935568
POU5F1,HSCHR6_MHC_MANN,31172166,31183436
CDRT15P1,17,13927802,13928991
CD19,16,28943260,28950667
FGA,4,155504278,155511918
COX10-AS1,17,13932609,13972775
RPS18P12,17,14608393,14608851
RPL23AP76,17,14851058,14851515
CDRT7,17,14934292,14935274
TOMM5,9,37582643,37592639
RBFOX1,16,6069095,7763340
RPL9P2,17,15346953,15347505
FSD1L,9,108210077,108314714
ZNF29P,17,15578790,15578957
UBE2SP1,17,15607546,15608214
CDRT15P2,17,15668017,15668978
LINC00290,4,181985242,182080302
ZSWIM5P1,17,15672031,15674740
ITPR1,3,4535032,4889524
IL6STP1,17,15686602,15687621
MEIS3P1,17,15690066,15690888
SMG5,1,156219015,156252616
RPP21,HSCHR6_MHC_COX,30302714,30304467
MSRB2,10,23384435,23410942
CCDC126,7,23636998,23684327
NFATC2IP,16,28962128,28978418
HLA-E,HSCHR6_MHC_COX,30447104,30451842
RPLP1P11,17,15947935,15948271
FAM221A,7,23719749,23742868
FTLP12,17,16294748,16295196
C17orf76-AS1,17,16342136,16381992
PTF1A,10,23481256,23483181
HLA-B,6,31321649,31324965
FAM92A1P2,4,183958818,183961272
PPP1R10,HSCHR6_MHC_QBL,30557688,30575899
C10orf115,10,23492745,23539610
WWC2-AS2,4,184018170,184020352
WWC2-AS1,4,184154781,184161787
NNT,5,43602795,43707507
C10orf67,10,23556124,23633774
VTI1BP2,4,184404643,184405338
SLC26A8,6,35911291,35992645
MSH5-SAPCD1,HSCHR6_MHC_DBB,31689974,31714813
TMEM79,1,156252726,156262976
SAPCD1,HSCHR6_MHC_DBB,31712761,31714813
FGG,4,155525286,155534119
C1orf85,1,156259880,156265463
ZNF605,12,133498047,133532892
VWA7,HSCHR6_MHC_DBB,31715552,31727293
NXPE1,11,114392437,114430617
SPNS1,16,28985542,28995869
GNL1,HSCHR6_MHC_COX,30498998,30514853
FRMPD1,9,37650997,37746901
NEK4P2,17,16569421,16570432
EFEMP1,2,56093102,56151274
RNASEH1P2,17,16586752,16587541
UPF3AP1,17,16648945,16650075
USP32P1,17,16689803,16707769
RAB1B,11,66036004,66044963
SRP68P1,17,16690549,16691455
FAM106CP,17,16692215,16692721
VHLL,1,156268415,156269428
CNIH2,11,66045661,66052772
CCT3,1,156278759,156337664
GSKIP,14,96829814,96853625
OTUD1,10,23728198,23731308
MRPS18B,HSCHR6_MHC_QBL,30574996,30583682
SEC23IP,10,121652223,121702014
ZNF26,12,133562951,133589154
AK7,14,96858448,96955764
KIAA1217,10,23983675,24836772
FLOT1,HSCHR6_MHC_SSTO,30686935,30701969
ILF3,19,10764937,10803093
PAPOLA,14,96967770,97033448
FGD6,12,95470525,95611258
KRT16P2,17,16733157,16744006
YIF1A,11,66052051,66056641
VARS,HSCHR6_MHC_DBB,31727480,31745915
KRT17P1,17,16744057,16749197
COTL1P1,17,16757249,16757623
TBC1D27,17,16826229,16838153
ORAOV1P1,4,187092017,187092411
PLEKHG4B,5,140373,190085
MPRIP-AS1,17,16979352,16981066
SLC25A5P6,4,187249870,187250755
MRPS36P2,4,187821694,187821992
MICA,6,31367561,31384016
RPL13P12,17,17286691,17287326
LAT,16,28996147,29002104
TSEN15P1,17,17359741,17360573
SMCR2,17,17577340,17581002
RAI1-AS1,17,17662468,17674135
TRMT10B,9,37753804,37778969
NXPE4,11,114441313,114466484
HLA-C,HSCHR6_MHC_MANN,31280024,31283395
TMEM114,16,8619502,8622304
MICB,6,31462658,31478901
STK31,7,23749786,23872132
TMEM151A,11,66059341,66064135
CD248,11,66081958,66084515
RIN1,11,66097713,66104311
METTL22,16,8715540,8740081
MAPK14,6,35995488,36079013
ATAT1,HSCHR6_MHC_QBL,30584129,30604110
VEZT,12,95611522,95696566
LRAT,4,155548097,155674270
PLCD1,3,38048987,38071253
MCCD1,6,31496494,31498009
ATP6V1G2-DDX39B,6,31497996,31514385
RBM46,4,155702365,155749965
ADAM20P3,4,188667248,188669353
DDX39B,6,31497996,31510225
FLOT1,HSCHR6_MHC_MCF,30773972,30787802
ARHGAP21,10,24872538,25012597
PPAPDC1A,10,122216466,122349367
ZNF84,12,133613878,133639885
PRR3,HSCHR6_MHC_COX,30514508,30521345
BRMS1,11,66104804,66112596
DDR1,HSCHR6_MHC_MCF,30927312,30938427
NXPE2,11,114549108,114579362
EXOSC3,9,37766975,37801434
CADM1,11,115039938,115375675
C10orf85,10,122357721,122359629
HSP90AA4P,4,190394119,190396346
VRK1,14,97263641,97398059
WDR11,10,122610695,122669036
IER3,HSCHR6_MHC_SSTO,30702435,30703790
LSM2,HSCHR6_MHC_DBB,31747358,31756947
MLLT10P2,4,190894754,190895002
TUBB7P,4,190903678,190906026
SNX29P2,16,29262829,29519817
DUX4L9,4,190942562,190943820
TCF19,HSCHR6_MHC_SSTO,31120397,31126071
AGGF1P1,4,190962497,190964569
KIAA0664P4,4,190979057,190984160
NPY2R,4,156129781,156138230
DUX4L8,4,190988796,190990605
MAPK13,6,36095586,36107842
FGF10,5,44303646,44389808
MAP9,4,156263810,156298122
HLA-B,HSCHR6_MHC_MANN,31364707,31368080
B3GNT1,11,66112843,66115163
DCAF10,9,37800499,37867663
ZNF140,12,133656424,133684130
SLC29A2,11,66129992,66139685
ABAT,16,8768422,8878432
ABCF1,HSCHR6_MHC_COX,30529000,30554805
FKTN,9,108320411,108403399
BOLA2,16,29464914,29466285
NPAS4,11,66188475,66194178
SLX1B,16,29465822,29469540
CCDC85A,2,56411258,56613308
MRPS30,5,44809027,44820530
SLC25A51,9,37879400,37904350
SULT1A4,16,29467127,29476300
METAP2,12,95867296,95909615
VRK2,2,58134786,58387055
C14orf64,14,98391947,98444461
POU5F1,HSCHR6_MHC_SSTO,31121263,31132565
C14orf177,14,99177950,99184098
BRPF3,6,36164521,36200567
BCL11B,14,99635624,99737861
GUCY1A3,4,156587863,156653501
HCN1,5,45259349,45696253
SHB,9,37919131,38069210
ZNF891,12,133694740,133707059
MRPL11,11,66202546,66234209
ZNF10,12,133707161,133736051
PRTFDC1,10,25137554,25241533
SETD3,14,99864083,99947216
FGFR2,10,123237848,123357972
HSPA1L,HSCHR6_MHC_DBB,31759586,31765627
EMB,5,49692026,49739082
GTF2H4,HSCHR6_MHC_MCF,30954519,30960441
BUD13,11,116618886,116643704
SPN,16,29674300,29682187
TMEM186,16,8874241,8891505
ENKUR,10,25270908,25305085
PMM2,16,8882680,8943188
QPRT,16,29690329,29710020
ZNF268,12,133707570,133783698
HSPA1A,HSCHR6_MHC_DBB,31765431,31767913
PNPLA1,6,36210980,36276372
HSPA1B,HSCHR6_MHC_DBB,31777702,31780222
MICA,HSCHR6_MHC_MANN,31410600,31427049
CCNK,14,99947506,100001381
THNSL1,10,25305587,25315593
C16orf54,16,29753784,29757327
GPR158,10,25463991,25891155
C6orf48,HSCHR6_MHC_DBB,31784575,31789730
ZG16,16,29789561,29793096
BHLHE40,3,5020801,5027008
C6orf222,6,36283534,36304662
DLEC1,3,38080696,38165516
GUCY1B3,4,156680144,156728743
MIR3615,17,72743458,72745051
KIF22,16,29802040,29816706
ALDH1B1,9,38392661,38398658
ITLN2,1,160914815,160924589
IGFBPL1,9,38408991,38424444
C6orf136,HSCHR6_MHC_QBL,30604326,30610490
ARL8B,3,5163905,5222596
ATP6V1G2,6,31512239,31516204
F11R,1,160965001,161008784
MICB,HSCHR6_MHC_MANN,31512918,31518423
PELI3,11,66234216,66244808
CARHSP1,16,8946799,8962866
NPY,7,24323782,24331484
NEU1,HSCHR6_MHC_DBB,31807625,31812872
ETV7,6,36322419,36356164
TEN1-CDK3,17,73975312,74002080
FANCL,2,58386378,58468507
RNF157-AS1,17,74136637,74150731
USP44,12,95910336,95945266
ATP5LP6,17,74198725,74198877
ATF4P3,17,74221832,74222887
PPP1R10,HSCHR6_MHC_COX,30558026,30576238
CCDC85C,14,99977603,100070363
NTN4,12,96051583,96184930
MYO3A,10,26223196,26501456
TSTD1,1,161007421,161008780
NFKBIL1,6,31514647,31526606
PARP8,5,49961733,50142356
LINC00338,17,75082798,75091068
ASIC5,4,156750881,156787425
EDEM1,3,5229331,5261642
HHIPL1,14,100111447,100146906
USF1,1,161009041,161015767
PXT1,6,36358328,36410666
USP7,16,8985951,9058371
KCTD20,6,36410544,36458920
DPP3,11,66247484,66277130
CYCSP40,17,75195032,75195625
GAD2,10,26505236,26593487
EIF5AP2,17,76153484,76155216
THA1P,17,76244574,76250497
ARHGAP30,1,161016736,161039760
ANKRD18A,9,38540564,38620657
TDO2,4,156775890,156841558
MAZ,16,29817427,29823649
DHX16,HSCHR6_MHC_QBL,30610400,30630349
TAL2,9,108424738,108425367
ODF3L2,19,463360,474983
MPP6,7,24612887,24729159
LTA,6,31539831,31542101
GRM7,3,6811688,7783215
CYP46A1,14,100150641,100193638
ZNF259,11,116648436,116658766
STK38,6,36461669,36515247
PVRL4,1,161040785,161059389
MCCD1,HSCHR6_MHC_MANN,31536013,31537528
PI16,6,36555311,36932613
DDX39B,HSCHR6_MHC_MANN,31537515,31553854
TNF,6,31543344,31546113
CTSO,4,156845270,156875069
PRRT2,16,29823177,29827201
LTB,6,31548302,31550299
KLHDC9,1,161068151,161070136
MADCAM1,19,489176,505347
TMEM38B,9,108456825,108538893
SRSF3,6,36562145,36571209
SNRPF,12,96252706,96297606
RPL32P31,17,78516003,78516405
RPL31P7,17,78576349,78576741
PDGFC,4,157681606,157892546
APBB1IP,10,26727132,26856732
TPGS1,19,507299,519654
DFNA5,7,24737972,24809244
RPL12P37,17,78950254,78950748
CDC34,19,531714,542087
PFDN2,1,161070346,161087901
FAM201A,9,38620471,38624987
BAIAP2-AS1,17,79002933,79008501
AATK-AS1,17,79139307,79156964
CDKN1A,6,36644305,36655116
CCDC38,12,96260826,96336752
NIT1,1,161087876,161095235
EML1,14,100204030,100408397
PAGR1,16,29827285,29831759
ZNF462,9,109625378,109775915
CNTNAP3,9,39072764,39288456
MVP,16,29831715,29859355
SLC44A4,HSCHR6_MHC_DBB,31813158,31829008
LINC00482,17,79277571,79283048
QTRT1,19,10812106,10824113
GZMM,19,544034,549919
MAFG-AS1,17,79885705,79888629
HLA-C,HSCHR6_MHC_SSTO,31229147,31232539
RAB44,6,36690372,36696578
CPNE5,6,36708552,36807778
AMDHD1,12,96337071,96362370
DEDD,1,161090764,161102478
LST1,6,31553901,31556686
BSG,19,571297,583493
PDSS1,10,26986588,27035727
BCL11A,2,60678302,60780702
MRPS18B,HSCHR6_MHC_COX,30575335,30584021
PPIL1,6,36822603,36842800
PPP1R18,HSCHR6_MHC_QBL,30633702,30645208
C6orf89,6,36839646,36892331
TUBB8,10,92828,120103
APOA5,11,116660083,116663136
EHMT2,HSCHR6_MHC_DBB,31829721,31847649
LMCD1,3,8543393,8609805
UFC1,1,161122566,161128646
ANHX,12,133794898,133812681
ACAA1,3,38164201,38178733
GLRB,4,157997209,158093242
CDIPT,16,29869678,29875057
USP21,1,161129240,161135513
BBS1,11,66278077,66301098
C16orf72,16,9185505,9215497
GRIN2A,16,9852376,10276611
PPOX,1,161136200,161147803
ABI1,10,27035522,27150016
ATAT1,HSCHR6_MHC_COX,30584468,30604447
ZMYND11,10,180405,300577
HAL,12,96366440,96390143
APOA4,11,116691419,116694022
B4GALT3,1,161141100,161147287
APOC3,11,116700422,116703788
SSUH2,3,8661086,8786726
MTCH1,6,36935917,36954074
APOA1,11,116706467,116708666
GRIA2,4,158125334,158287227
ADAMTS4,1,161159538,161168846
NRM,HSCHR6_MHC_QBL,30645360,30648733
LRRC14B,5,191626,195468
NDUFS2,1,161166894,161184185
OSBPL3,7,24836158,25021253
ADAP1,7,937540,995043
HLA-B,HSCHR6_MHC_SSTO,31314550,31317907
ATF7IP2,16,10420291,10577495
FCER1G,1,161185024,161190489
LTA4H,12,96394606,96437298
MDC1,HSCHR6_MHC_QBL,30657119,30675200
SEZ6L2,16,29882480,29910868
APOA2,1,161192082,161193421
NCR3,6,31556672,31560762
DDX11L8,12,92239,93430
FAM138D,12,147073,149408
TOMM40L,1,161195793,161200408
CCDC127,5,204872,218330
MICA,HSCHR6_MHC_SSTO,31360501,31376956
SDHA,5,218356,256815
EVL,14,100437786,100610573
DNM2,19,10828755,10944164
MICB,HSCHR6_MHC_SSTO,31455821,31468850
ATP6V1G2,HSCHR6_MHC_MANN,31551738,31554120
FKBP4,12,2904119,2914576
NR1I3,1,161199456,161208092
SFTA2,HSCHR6_MHC_MCF,30977672,30978494
NFKBIL1,HSCHR6_MHC_MANN,31554142,31567170
CAV3,3,8775486,8883492
ITFG2,12,2921788,2968957
SPATA31A1,9,39355699,39361956
OXTR,3,8792094,8811314
TUBB,HSCHR6_MHC_QBL,30677512,30682738
AIF1,6,31582961,31584798
SPATA31A2,9,39884975,39891210
RAD18,3,8817088,9005457
SIK3,11,116714118,116969153
FAM198B,4,159045626,159094470
ASPHD1,16,29911696,29931185
FAM74A1,9,39900338,39907240
ANKRD26,10,27280843,27389421
EMP2,16,10622279,10674555
DPCR1,HSCHR6_MHC_MCF,30987293,30997453
ZDHHC24,11,66288108,66313709
TEKT5,16,10721358,10788802
C2,HSCHR6_MHC_DBB,31847747,31895640
SPATA31A3,9,40700291,40706537
DIP2C,10,320130,735683
HCN2,19,589893,617159
ACTN3,11,66313866,66330800
ZBTB4,17,7362685,7387582
PCP4L1,1,161228517,161255240
FGD2,6,36973422,36996846
MPZ,1,161274525,161279762
FAM74A3,9,40715849,40716325
PAPOLG,2,60983365,61029220
ZNF658,9,40760700,40836415
POLRMT,19,617223,633568
PRRC2A,6,31588497,31605548
SDHC,1,161284047,161332984
KCTD13,16,29916333,29938356
ELK3,12,96588160,96663613
C1orf192,1,161334521,161337664
FCGR2A,1,161475220,161493803
C6orf136,HSCHR6_MHC_COX,30604663,30610825
FAM74A2,9,41305112,41311993
NRIP2,12,2934514,2944710
CTSF,11,66330934,66336312
RAD23B,9,110045418,110094475
TMEM144,4,159122756,159176563
FOXM1,12,2966847,2986206
MCCD1,HSCHR6_MHC_SSTO,31486441,31487956
HSPA6,1,161494036,161496681
FCGR3A,1,161511549,161600917
CACNA1C-IT1,12,2127379,2129698
SRGAP3,3,9022275,9404737
DDX39B,HSCHR6_MHC_SSTO,31487943,31500172
CACNA1C-IT2,12,2157518,2158629
CACNA1C-AS4,12,2329703,2332645
CACNA1C-IT3,12,2378942,2398103
CACNA1C-AS3,12,2712516,2716606
TMEM219,16,29952206,29984373
CACNA1C-AS2,12,2777666,2781386
CACNA1C-AS1,12,2785167,2800366
NUBP1,16,10837643,10863208
FCGR2B,1,161551101,161648444
CBX3P4,12,2896097,2903461
COX6A1P2,6,37012607,37013177
TAOK2,16,29984962,30003582
TSPAN9-IT1,12,3258963,3260642
ISL1,5,50678921,50690564
SPATA31A4,9,41321107,41327364
DEGS2,14,100612756,100626500
CDK17,12,96672039,96794338
FCGR2C,1,161551129,161575452
YY1,14,100704635,100749129
KLF4,9,110247133,110252763
FAM18A,16,10854776,10912651
FCGR3B,1,161592986,161601753
PIM1,6,37137979,37143202
SPATA31A5,9,41500679,41506925
C6orf15,HSCHR6_MHC_MCF,31157528,31158864
FCRLA,1,161676762,161684142
ATE1,10,123499939,123688316
RHNO1,12,2985424,2998626
SLC25A29,14,100757448,100772884
PSORS1C1,HSCHR6_MHC_MCF,31161055,31186363
ITGA1,5,52083730,52252327
LTA,HSCHR6_MHC_MANN,31579318,31581588
TULP3,12,2986389,3050306
CDSN,HSCHR6_MHC_MCF,31161395,31166747
FCRLB,1,161691353,161697933
DHX16,HSCHR6_MHC_COX,30610735,30630683
C10orf108,10,695888,709947
CIITA,16,10971055,11026079
ANKRD20A2,9,42368303,42411410
DUSP12,1,161719548,161727028
YME1L1,10,27399383,27444195
REL,2,61108656,61150645
ATF6,1,161736084,161933860
C12orf55,12,96883349,97269333
TNF,HSCHR6_MHC_MANN,31582831,31585600
PSORS1C2,HSCHR6_MHC_MCF,31183859,31185675
OLFML2B,1,161952982,161993644
CCHCR1,HSCHR6_MHC_MCF,31188755,31204550
RXFP1,4,159236463,159574524
PUS10,2,61169104,61245389
CCDC87,11,66357640,66360554
CCS,11,66360292,66373490
NOS1AP,1,162039564,162353321
THUMPD3,3,9404526,9428475
TMEM217,6,37179956,37225931
C1orf226,1,162336698,162356600
PAFAH1B2,11,117014983,117047610
C1orf111,1,162343515,162346660
TBC1D22B,6,37225548,37300746
SH2D1B,1,162365056,162381928
UHMK1,1,162467041,162499419
LARP4B,10,855484,977564
CYCS,7,25159710,25164980
FGF22,19,639588,643703
TEAD4,12,3068496,3149839
UAP1,1,162531321,162569627
RBM14,11,66384053,66406124
CD27-AS1,12,6548167,6560733
DDR2,1,162601163,162750237
PDCD6,5,271736,353971
C7orf31,7,25174316,25219975
BAG6,6,31606805,31620482
HIRIP3,16,30003645,30007757
ACTL7B,9,111616871,111619239
TMED1,19,10943114,10946994
RNF126,19,647526,663209
HSD17B7,1,162760492,162782607
RNF8,6,37321748,37362514
SIDT2,11,117049449,117068160
CBWD7,9,42668608,42714962
C1orf110,1,162794248,162838605
INO80E,16,30006615,30017114
RGS4,1,163038565,163046592
RBM14-RBM4,11,66384097,66413940
RGS5,1,163080911,163187426
TSPAN9,12,3186521,3395730
NEDD1,12,97301001,97347129
ACTL7A,9,111624603,111626035
NUF2,1,163236366,163325554
IKBKAP,9,111629797,111696396
FTSJD2,6,37400995,37450603
ANKRD29,18,21178890,21242849
SETD5,3,9439299,9520924
CRYAA,21,44589118,44592915
PRMT8,12,3490515,3703139
PBX1,1,164524821,164868533
SIK1,21,44834395,44847008
DOC2A,16,30016830,30034591
LAMA3,18,21269407,21535030
LMX1A,1,165171104,165325952
RPL13P5,12,6982553,6993905
NPVF,7,25264189,25268105
C19orf38,19,10947251,10980466
RXRG,1,165370159,165414433
PEX13,2,61244360,61276394
MASTL,10,27443753,27475848
LRRC52,1,165513244,165533198
RBM4,11,66406088,66434153
MGST3,1,165600098,165631033
NFE2L3,7,26191860,26226745
DSTNP2,12,6994062,6994848
EMG1,12,7079944,7095921
EFCAB4B,12,3715799,3873985
AHRR,5,304291,438406
ALDH9A1,1,165631453,165668100
CARM1,19,10982189,11033453
TMCO1,1,165693530,165796992
FSTL3,19,676392,683385
HNRNPA2B1,7,26229547,26241149
NSMCE4A,10,123716603,123734732
UCK2,1,165796768,165880855
CYSLTR2,13,49280951,49283498
PELO,5,52083774,52099880
FNDC3A,13,49550048,49783888
FAM78B,1,166026674,166136206
MYD88,3,38179969,38184513
RBM4B,11,66432469,66445392
POGK,1,166808681,166825581
TMPO,12,98909290,98944157
TADA1,1,166825747,166845564
